Seq_id	Size	Description
91	-	1160791	1156233	4558
92	+	628522	633059	4537
93	-	1340745	1336203	4542
94	+	584289	588834	4545
95	-	1209249	1204704	4545
96	+	593314	597876	4562
97	-	1351543	1346998	4545
98	-	1315043	1310498	4545
99	+	540813	545355	4542
100	-	1239564	1235504	4060
101	-	1202977	1198437	4540
102	-	1254875	1250333	4542
103	+	596349	600890	4541
104	+	559877	564421	4544
105	-	1242074	1237512	4562
106	-	1227049	1222496	4553
107	-	1010785	1006241	4544
108	+	400859	405417	4558
109	+	557731	562275	4544
110	+	563988	568533	4545
111	+	564057	568602	4545
112	-	1205022	1200478	4544
113	-	1260979	1256437	4542
114	+	266237	270865	4628
115	-	1161093	1156535	4558
116	-	1264530	1259989	4541
117	-	1221362	1216820	4542
118	+	556147	560688	4541
119	-	676208	671667	4541
120	+	619767	624312	4545
121	+	561367	565911	4544
122	-	1340934	1336392	4542
123	+	581609	586154	4545
124	+	593334	597896	4562
125	+	578534	583079	4545
126	-	1200358	1195800	4558
127	-	1277453	1272908	4545
128	-	1264377	1259832	4545
129	+	645115	649740	4625
130	-	1245526	1240966	4560
131	+	592612	597174	4562
132	+	544114	548659	4545
133	+	591897	596459	4562
134	+	549906	554451	4545
135	+	592160	596722	4562
136	-	1195012	1190454	4558
137	+	592380	596942	4562
138	-	1284415	1279870	4545
139	-	1292790	1288249	4541
140	+	1327739	1332280	4541
141	-	1276300	1271759	4541
142	-	1365721	1361176	4545
143	-	1236580	1232022	4558
144	-	1301336	1297276	4060
145	+	560172	564716	4544
146	-	1152747	1148205	4542
147	+	549762	554307	4545
148	-	1214835	1210292	4543
149	-	1216805	1212267	4538
150	-	1251605	1247064	4541
151	+	613127	617680	4553
152	-	1190403	1185862	4541
153	+	559143	563687	4544
154	-	360368	355828	4540
155	-	1189569	1185028	4541
156	+	663322	667866	4544
157	-	1215593	1211049	4544
158	-	1202154	1197609	4545
159	+	570180	574733	4553
160	-	1329124	1324583	4541
161	-	1283047	1278485	4562
162	+	555194	559735	4541
163	-	1288039	1283481	4558
164	-	1277097	1272556	4541
165	-	1151390	1146845	4545
166	+	591001	595563	4562
167	+	591239	595801	4562
168	+	540197	544742	4545
169	+	550095	554640	4545
170	-	1192250	1187697	4553
171	-	1337063	1332522	4541
172	-	1260283	1255730	4553
173	-	1282933	1278387	4546
174	-	1362485	1357940	4545
175	-	1270014	1265473	4541
176	-	1259233	1254692	4541
177	-	1194142	1189597	4545
178	-	1293142	1288601	4541
179	+	593242	597804	4562
180	+	556468	561093	4625
181	-	1150709	1146164	4545
182	+	593594	598156	4562
183	+	549903	554444	4541
184	-	1341242	1336700	4542
185	-	1205586	1201046	4540
186	+	633442	638004	4562
187	-	1199034	1194277	4757
188	+	633473	638035	4562
189	-	1371905	1367347	4558
190	+	592425	596987	4562
191	+	587973	592512	4539
192	-	1338677	1334115	4562
193	-	1345288	1340747	4541
194	-	1206594	1202053	4541
195	+	361840	366384	4544
196	+	604308	608870	4562
197	-	1337273	1332732	4541
198	+	592182	596744	4562
199	-	1323204	1318576	4628
200	+	557755	562293	4538
201	-	1346484	1341939	4545
202	-	1285976	1281432	4544
203	-	1346459	1341914	4545
204	-	1190403	1185862	4541
205	+	663674	668170	4496
206	-	1175688	1171130	4558
207	-	1346466	1341921	4545
208	-	1309117	1304573	4544
209	-	1302361	1297816	4545
210	-	1310301	1305739	4562
211	+	585578	590119	4541
212	-	946334	941790	4544
213	+	584484	589029	4545
214	-	1244210	1239669	4541
215	+	585864	590405	4541
216	+	591898	596460	4562
217	-	1235921	1231377	4544
218	-	1330822	1326281	4541
219	-	1276320	1271776	4544
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
1	+	568109	589266	21157
2	+	569108	590247	21139
3	+	568073	589212	21139
6	+	568835	589995	21160
11	+	569290	590309	21019
14	+	570719	591858	21139
24	+	568890	590047	21157
39	-	1333402	1312263	21139
44	+	611285	632424	21139
52	+	569774	590918	21144
55	+	570268	591431	21163
58	+	568948	590087	21139
62	-	1272576	1251437	21139
64	-	1307536	1286397	21139
82	+	568983	590121	21138
96	+	570709	591848	21139
105	-	1264558	1243539	21019
124	+	570729	591868	21139
131	+	570007	591146	21139
133	+	569292	590431	21139
135	+	569536	590692	21156
137	+	569775	590914	21139
160	-	1350418	1329280	21138
161	-	1305651	1284512	21139
164	-	1298391	1277253	21138
166	+	568396	589535	21139
167	+	568634	589773	21139
179	+	570637	591776	21139
182	+	570989	592128	21139
186	+	610830	631975	21145
188	+	610868	632007	21139
190	+	569820	590959	21139
192	-	1361281	1340142	21139
193	-	1366565	1345444	21121
196	+	581688	602842	21154
198	+	569577	590716	21139
210	-	1332905	1311766	21139
216	+	569293	590432	21139
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
1	+	558975	568108	9133
2	+	560208	569107	8899
3	+	558939	568072	9133
6	+	559689	568834	9145
11	+	560380	569289	8909
14	+	561585	570718	9133
24	+	559990	568889	8899
39	-	1342537	1333404	9133
44	+	602151	611284	9133
52	+	560874	569773	8899
55	+	561117	570267	9150
58	+	559814	568947	9133
62	-	1281710	1272578	9132
64	-	1316671	1307538	9133
82	+	559849	568982	9133
96	+	561575	570708	9133
105	-	1273693	1264560	9133
124	+	561595	570728	9133
131	+	560873	570006	9133
133	+	560158	569291	9133
135	+	560636	569535	8899
137	+	560875	569774	8899
160	-	1359553	1350420	9133
161	-	1314786	1305653	9133
164	-	1307526	1298393	9133
166	+	559496	568395	8899
167	+	559734	568633	8899
179	+	561503	570636	9133
182	+	561855	570988	9133
186	+	601696	610829	9133
188	+	601734	610867	9133
190	+	560920	569819	8899
192	-	1370416	1361283	9133
193	-	1375693	1366567	9126
196	+	558549	567436	8887
198	+	560443	569576	9133
210	-	1342007	1332907	9100
216	+	560419	569292	8873
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
1	+	555738	558811	3073
2	+	555075	558148	3073
3	+	554991	558064	3073
6	+	555741	558814	3073
11	+	555717	558789	3072
14	+	555741	558814	3073
24	+	555093	558167	3074
39	-	1346960	1343885	3075
44	+	596544	599617	3073
52	+	555741	558814	3073
55	+	555743	558815	3072
58	+	555630	558702	3072
62	-	1287792	1284717	3075
64	-	1322753	1319678	3075
82	+	555191	558263	3072
96	+	555730	558804	3074
105	-	1278351	1275278	3073
124	+	555751	558824	3073
131	+	555740	558813	3073
133	+	555499	558572	3073
135	+	555741	558813	3072
137	+	555742	558815	3073
160	-	1364686	1361612	3074
161	-	1319208	1316134	3074
164	-	1311710	1308637	3073
166	+	555074	558147	3073
167	+	555075	558148	3073
179	+	555659	558732	3073
182	+	555775	558847	3072
186	+	596549	599633	3084
188	+	596363	599437	3074
190	+	555076	558149	3073
192	-	1376496	1373423	3073
193	-	1379631	1376567	3064
196	+	555076	558148	3072
198	+	555074	558146	3072
210	-	1347173	1344099	3074
216	+	555078	558150	3072
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
1	+	542956	555728	12772
2	+	542293	555065	12772
3	+	542209	554981	12772
4	-	1302660	1289905	12755
5	-	1279026	1266271	12755
6	+	542959	555731	12772
7	+	611700	624455	12755
8	-	1265203	1252448	12755
9	+	611700	624455	12755
10	-	1247279	1234507	12772
11	+	542935	555707	12772
12	-	1363625	1350870	12755
13	-	1283996	1271241	12755
14	+	542959	555731	12772
15	-	1288992	1276238	12754
16	-	1264718	1251946	12772
17	+	606491	619265	12774
18	-	1279274	1266532	12742
19	+	553402	566158	12756
20	-	1220177	1207422	12755
21	+	561528	574285	12757
22	-	1281419	1268664	12755
23	-	1219915	1207160	12755
24	+	542311	555083	12772
25	-	1310367	1297643	12724
26	-	1376262	1363490	12772
27	+	542624	555397	12773
28	-	1236735	1223981	12754
29	-	1248261	1235489	12772
30	-	1300111	1287339	12772
31	-	1299307	1286553	12754
32	-	334672	321899	12773
33	+	1383978	1396734	12756
34	-	1284652	1271898	12754
35	+	600871	613646	12775
36	-	1323883	1311112	12771
37	-	1260413	1247658	12755
38	+	543654	556410	12756
39	-	1359724	1346970	12754
40	-	1296133	1283360	12773
41	-	489094	476340	12754
42	-	1314287	1301515	12772
43	+	601715	614472	12757
44	+	583762	596534	12772
45	+	600751	613525	12774
46	+	623792	636565	12773
47	-	1266926	1254171	12755
48	+	623792	636565	12773
49	-	1265233	1252461	12772
50	+	562103	574860	12757
51	-	1188112	1175357	12755
52	+	542959	555731	12772
53	-	1290285	1277511	12774
54	-	1265912	1253158	12754
55	+	542961	555733	12772
56	-	1336187	1323415	12772
57	+	542022	554778	12756
58	+	542848	555620	12772
59	+	623111	635867	12756
60	+	676661	689416	12755
61	-	1209696	1196941	12755
62	-	1300573	1287802	12771
63	+	533188	545944	12756
64	-	1335534	1322763	12771
65	-	1218918	1206163	12755
66	-	1209745	1196990	12755
67	-	1209968	1197213	12755
68	-	1215035	1202280	12755
69	-	1335925	1323153	12772
70	-	1217940	1205186	12754
71	+	606833	619607	12774
72	-	1342886	1330114	12772
73	-	1283096	1270342	12754
74	+	595839	608596	12757
75	-	1321846	1309074	12772
76	+	550355	563127	12772
77	-	1806841	1794087	12754
78	-	1312275	1299520	12755
79	-	1285637	1272865	12772
80	+	599113	611866	12753
81	+	539753	552509	12756
82	+	542409	555181	12772
83	-	1310907	1298184	12723
84	+	540036	552809	12773
85	-	1250050	1237295	12755
86	-	1228704	1215949	12755
87	-	1231773	1219018	12755
88	-	1232721	1219966	12755
89	+	600710	613484	12774
90	-	1337249	1324495	12754
91	-	1175065	1162310	12755
92	+	615555	628311	12756
93	-	1353711	1340956	12755
94	+	571305	584078	12773
95	-	1222232	1209460	12772
96	+	542948	555720	12772
97	-	1364527	1351755	12772
98	-	1328027	1315255	12772
99	+	527846	540602	12756
100	-	1252531	1239775	12756
101	-	1217028	1204274	12754
102	-	1267841	1255086	12755
103	+	583382	596138	12756
104	+	546893	559666	12773
105	-	1291132	1278361	12771
106	-	1240016	1227261	12755
107	-	1023752	1010997	12755
108	-	1220417	1207663	12754
109	+	544746	557519	12773
110	+	551004	563777	12773
111	+	551073	563846	12773
112	-	1217987	1205232	12755
113	-	1273945	1261190	12755
114	+	253253	266026	12773
115	-	1175367	1162612	12755
116	-	1277496	1264741	12755
117	-	1234344	1221573	12771
118	+	543178	555935	12757
119	-	689191	676419	12772
120	+	606783	619556	12773
121	+	548383	561156	12773
122	-	1353898	1341145	12753
123	+	567561	580317	12756
124	+	542969	555741	12772
125	+	565550	578323	12773
126	-	1214632	1201877	12755
127	-	1290436	1277665	12771
128	-	1277362	1264588	12774
129	+	632148	644904	12756
130	-	1259786	1247044	12742
131	+	542958	555730	12772
132	+	531129	543903	12774
133	+	542717	555489	12772
134	+	536921	549694	12773
135	+	542959	555731	12772
136	-	1209286	1196531	12755
137	+	542960	555732	12772
138	-	1298467	1285712	12755
139	-	1305762	1293000	12762
140	+	1314772	1327527	12755
141	-	1289266	1276512	12754
142	-	1380014	1367259	12755
143	-	1250854	1238099	12755
144	-	1314303	1301547	12756
145	+	547188	559961	12773
146	-	1165713	1152958	12755
147	+	536777	549550	12773
148	-	1227801	1215046	12755
149	-	1229771	1217016	12755
150	-	1264571	1251817	12754
151	+	600161	612916	12755
152	-	1203386	1190614	12772
153	+	546177	558933	12756
154	-	374419	361665	12754
155	-	1202552	1189780	12772
156	+	650356	663112	12756
157	-	1228576	1215804	12772
158	-	1216206	1203451	12755
159	+	557211	569967	12756
160	-	1377458	1364696	12762
161	-	1331989	1319218	12771
162	+	542228	554984	12756
163	-	1302313	1289558	12755
164	-	1324482	1311720	12762
165	-	1165437	1152682	12755
166	+	542292	555064	12772
167	+	542293	555065	12772
168	+	526149	538905	12756
169	+	537110	549883	12773
170	-	1205215	1192461	12754
171	-	1350029	1337275	12754
172	-	1273250	1260495	12755
173	-	1295916	1283144	12772
174	-	1376778	1364023	12755
175	-	1282980	1270226	12754
176	-	1272199	1259445	12754
177	-	1207113	1194353	12760
178	-	1306108	1293354	12754
179	+	542877	555649	12772
180	+	543501	556253	12752
181	-	1163662	1150919	12743
182	+	542993	555765	12772
183	+	536936	549691	12755
184	-	1354208	1341453	12755
185	-	1219638	1206883	12755
186	+	583767	596539	12772
187	-	1211999	1199244	12755
188	+	583581	596353	12772
189	+	545909	558665	12756
190	+	542294	555066	12772
191	+	574991	587760	12769
192	-	1389277	1376506	12771
193	-	1392403	1379641	12762
194	-	1219560	1206806	12754
195	+	348873	361629	12756
196	+	542294	555066	12772
197	-	1350239	1337485	12754
198	+	542292	555064	12772
199	-	1336187	1323415	12772
200	+	544787	557544	12757
201	-	1359468	1346696	12772
202	-	1298960	1286188	12772
203	-	1359443	1346671	12772
204	-	1203386	1190614	12772
205	+	650688	663462	12774
206	-	1189962	1177207	12755
207	-	1359450	1346678	12772
208	-	1322082	1309327	12755
209	-	1315342	1302571	12771
210	-	1359954	1347183	12771
211	+	572611	585366	12755
212	-	959300	946545	12755
213	+	571500	584273	12773
214	-	1257177	1244422	12755
215	+	572897	585652	12755
216	+	542296	555068	12772
217	-	1248889	1236133	12756
218	-	1343788	1331034	12754
219	-	1289285	1276530	12755
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
1	+	525889	542955	17066
2	+	525226	542292	17066
3	+	525142	542208	17066
4	-	1319726	1302662	17064
5	-	1296092	1279028	17064
6	+	525892	542958	17066
7	+	594635	611699	17064
8	-	1282271	1265205	17066
9	+	594635	611699	17064
10	-	1264348	1247281	17067
11	+	525868	542934	17066
12	-	1380692	1363627	17065
13	-	1300780	1283998	16782
14	+	525892	542958	17066
15	-	1306059	1288994	17065
16	-	1281783	1264720	17063
17	+	589426	606490	17064
18	-	1296340	1279276	17064
19	+	536315	553401	17086
20	-	1237244	1220179	17065
21	+	544463	561527	17064
22	-	1298486	1281421	17065
23	-	1236982	1219917	17065
24	+	525244	542310	17066
25	-	1327432	1310369	17063
26	-	1393329	1376264	17065
27	+	525557	542623	17066
28	-	1253803	1236737	17066
29	-	1265328	1248263	17065
30	-	1317179	1300113	17066
31	-	1316374	1299309	17065
32	-	351734	334674	17060
33	+	1366912	1383977	17065
34	-	1301719	1284654	17065
35	+	583806	600870	17064
36	-	1340950	1323885	17065
37	-	1277480	1260415	17065
38	+	526588	543653	17065
39	-	1376792	1359726	17066
40	-	1313199	1296135	17064
41	-	506161	489096	17065
42	-	1331378	1314289	17089
43	+	584650	601714	17064
44	+	566696	583761	17065
45	+	583686	600750	17064
46	+	606703	623791	17088
47	-	1284056	1266928	17128
48	+	606703	623791	17088
49	-	1282323	1265235	17088
50	+	545037	562102	17065
51	-	1205180	1188114	17066
52	+	525892	542958	17066
53	-	1307373	1290287	17086
54	-	1282979	1265914	17065
55	+	525894	542960	17066
56	-	1353269	1336189	17080
57	+	524955	542021	17066
58	+	525781	542847	17066
59	+	606044	623110	17066
60	+	659594	676660	17066
61	-	1226764	1209698	17066
62	-	1317641	1300575	17066
63	+	516124	533187	17063
64	-	1352602	1335536	17066
65	-	1235985	1218920	17065
66	-	1226813	1209747	17066
67	-	1227036	1209970	17066
68	-	1232103	1215037	17066
69	-	1353007	1335927	17080
70	-	1235008	1217942	17066
71	+	589768	606832	17064
72	-	1359976	1342888	17088
73	-	1300163	1283098	17065
74	+	578775	595838	17063
75	-	1338935	1321848	17087
76	+	533288	550354	17066
77	-	16963	1	16962
77	-	1823909	1806843	17066
78	-	1329343	1312277	17066
79	-	1302726	1285639	17087
80	+	582046	599112	17066
81	+	522687	539752	17065
82	+	525343	542408	17065
83	-	1327974	1310909	17065
84	+	522970	540035	17065
85	-	1267117	1250052	17065
86	-	1245772	1228706	17066
87	-	1248840	1231775	17065
88	-	1249787	1232723	17064
89	+	583645	600709	17064
90	-	1354317	1337251	17066
91	-	1192133	1175067	17066
92	+	598488	615554	17066
93	-	1370841	1353713	17128
94	+	554238	571304	17066
95	-	1239301	1222234	17067
96	+	525881	542947	17066
97	-	1381616	1364529	17087
98	-	1345116	1328029	17087
99	+	510778	527845	17067
100	-	1269598	1252533	17065
101	-	1234095	1217030	17065
102	-	1284971	1267843	17128
103	+	566316	583381	17065
104	+	529825	546892	17067
105	-	1308200	1291134	17066
106	-	1257084	1240018	17066
107	-	1040819	1023754	17065
108	-	1237481	1220419	17062
109	+	527681	544745	17064
110	+	533937	551003	17066
111	+	534006	551072	17066
112	-	1235054	1217989	17065
113	-	1291096	1273947	17149
114	+	236172	253252	17080
115	-	1192435	1175369	17066
116	-	1294549	1277498	17051
117	-	1251412	1234346	17066
118	+	526111	543177	17066
119	-	706281	689193	17088
120	+	589694	606782	17088
121	+	531315	548382	17067
122	-	1371028	1353900	17128
123	+	550494	567560	17066
124	+	525903	542968	17065
125	+	548483	565549	17066
126	-	1231700	1214634	17066
127	-	1307503	1290438	17065
128	-	1294450	1277364	17086
129	+	615082	632147	17065
130	-	1276856	1259788	17068
131	+	525891	542957	17066
132	+	514061	531128	17067
133	+	525650	542716	17066
134	+	519833	536920	17087
135	+	525892	542958	17066
136	-	1226354	1209288	17066
137	+	525893	542959	17066
138	-	1315534	1298469	17065
139	-	1322830	1305764	17066
140	+	1297706	1314771	17065
141	-	1306333	1289268	17065
142	-	1397081	1380016	17065
143	-	1267922	1250856	17066
144	-	1331370	1314305	17065
145	+	530120	547187	17067
146	-	1182780	1165715	17065
147	+	519689	536776	17087
148	-	1244868	1227803	17065
149	-	1246839	1229773	17066
150	-	1281638	1264573	17065
151	+	583074	600160	17086
152	-	1220477	1203388	17089
153	+	529110	546176	17066
154	-	391486	374421	17065
155	-	1219643	1202554	17089
156	+	633290	650355	17065
157	-	1245664	1228578	17086
158	-	1233274	1216208	17066
159	+	540272	557210	16938
160	-	1394526	1377460	17066
161	-	1349057	1331991	17066
162	+	525162	542227	17065
163	-	1319381	1302315	17066
164	-	1341550	1324484	17066
165	-	1182505	1165439	17066
166	+	525225	542291	17066
167	+	525226	542292	17066
168	+	509082	526148	17066
169	+	520022	537109	17087
170	-	1222303	1205217	17086
171	-	1367096	1350031	17065
172	-	1290318	1273252	17066
173	-	1312984	1295918	17066
174	-	1393845	1376780	17065
175	-	1300047	1282982	17065
176	-	1289266	1272201	17065
177	-	1224181	1207115	17066
178	-	1323175	1306110	17065
179	+	525810	542876	17066
180	+	526434	543500	17066
181	-	1180729	1163664	17065
182	+	525926	542992	17066
183	+	519870	536935	17065
184	-	1371338	1354210	17128
185	-	1236704	1219640	17064
186	+	566701	583766	17065
187	-	1229067	1212001	17066
188	+	566514	583580	17066
189	+	528844	545908	17064
190	+	525227	542293	17066
191	+	557925	574990	17065
192	-	1406345	1389279	17066
193	-	1409471	1392405	17066
194	-	1236627	1219562	17065
195	+	331780	348872	17092
196	+	525227	542293	17066
197	-	1367306	1350241	17065
198	+	525225	542291	17066
199	-	1353269	1336189	17080
200	+	527720	544786	17066
201	-	1376557	1359470	17087
202	-	1316028	1298962	17066
203	-	1376532	1359445	17087
204	-	1220477	1203388	17089
205	+	633623	650687	17064
206	-	1207030	1189964	17066
207	-	1376539	1359452	17087
208	-	1339149	1322084	17065
209	-	1332411	1315344	17067
210	-	1377022	1359956	17066
211	+	555545	572610	17065
212	-	976395	959302	17093
213	+	554411	571499	17088
214	-	1274245	1257179	17066
215	+	555831	572896	17065
216	+	525229	542295	17066
217	-	1265956	1248891	17065
218	-	1360855	1343790	17065
219	-	1306352	1289287	17065
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
1	+	494144	517204	23060
2	+	493489	516541	23052
3	+	493405	516457	23052
4	-	1351495	1328447	23048
5	-	1327863	1304811	23052
6	+	494155	517207	23052
7	+	522706	545758	23052
8	-	1313994	1290943	23051
9	+	522706	545758	23052
10	-	1296047	1272994	23053
11	+	494159	517211	23052
12	-	1412461	1389413	23048
13	-	1332513	1309462	23051
14	+	494155	517207	23052
15	-	1337767	1314714	23053
16	-	1313501	1290454	23047
17	+	519448	542499	23051
18	-	1328133	1305082	23051
19	+	504559	527608	23049
20	-	1268979	1245927	23052
21	+	494216	517209	22993
22	-	1330122	1307071	23051
23	-	1310730	1287678	23052
24	+	493507	516559	23052
25	-	1359166	1336115	23051
26	-	1425034	1401983	23051
27	+	493804	516823	23019
28	-	1285496	1262446	23050
29	-	1297112	1274062	23050
30	-	1348964	1325913	23051
31	-	1348101	1325056	23045
32	-	421711	398661	23050
33	+	1335143	1358192	23049
34	-	1333426	1310373	23053
35	+	513827	536878	23051
36	-	1372724	1349673	23051
37	-	1309249	1286201	23048
38	+	494854	517906	23052
39	-	1408550	1385499	23051
40	-	1383176	1360126	23050
41	-	579305	556253	23052
42	-	1386773	1363722	23051
43	+	552941	575993	23052
44	+	534959	558011	23052
45	+	513709	536760	23051
46	-	1407930	1384873	23057
47	-	1315793	1292744	23049
48	-	1407836	1384779	23057
49	-	1407901	1384844	23057
50	+	513277	536330	23053
51	-	1236910	1213862	23048
52	+	494155	517207	23052
53	-	1339130	1316080	23050
54	-	1314687	1291634	23053
55	+	494157	517209	23052
56	-	1423978	1400961	23017
57	+	493220	516272	23052
58	+	494044	517096	23052
59	+	574340	597389	23049
60	+	627887	650939	23052
61	-	1258494	1235447	23047
62	-	1349437	1326386	23051
63	+	484329	507381	23052
64	-	1384338	1361287	23051
65	-	1267709	1244656	23053
66	-	1258544	1235496	23048
67	-	1258767	1235719	23048
68	-	1263834	1240786	23048
69	-	1423716	1400699	23017
70	-	1266739	1243690	23049
71	+	519790	542841	23051
72	-	1391748	1368698	23050
73	-	1331870	1308818	23052
74	+	507428	530479	23051
75	-	1370707	1347657	23050
76	+	501490	524543	23053
77	-	48669	25618	23051
78	-	1361111	1338064	23047
79	-	1334498	1311448	23050
80	+	550314	573362	23048
81	+	490981	514030	23049
82	+	493609	516661	23052
83	-	1359683	1336631	23052
84	+	491237	514287	23050
85	-	1298900	1275852	23048
86	-	1277468	1254416	23052
87	-	1280572	1257523	23049
88	-	1281220	1258169	23051
89	+	513668	536719	23051
90	-	1386099	1363052	23047
91	-	1223864	1200816	23048
92	+	529986	553038	23052
93	-	1402582	1379529	23053
94	+	522454	545504	23050
95	-	1271084	1248035	23049
96	+	494144	517196	23052
97	-	1413388	1390338	23050
98	-	1376888	1353838	23050
99	+	478994	502044	23050
100	-	1337936	1314884	23052
101	-	1265874	1242829	23045
102	-	1316712	1293659	23053
103	+	534585	557633	23048
104	+	498041	521090	23049
105	-	1339936	1316885	23051
106	-	1330303	1307254	23049
107	-	1072528	1049475	23053
108	-	1269201	1246152	23049
109	+	495957	519009	23052
110	+	502300	525352	23052
111	+	502369	525421	23052
112	-	1266823	1243775	23048
113	-	1322837	1299784	23053
114	+	165463	188480	23017
115	-	1224166	1201118	23048
116	-	1326307	1303256	23051
117	-	1283186	1260136	23050
118	+	494376	517428	23052
119	-	780809	757758	23051
120	+	516503	539560	23057
121	+	499520	522580	23060
122	-	1402769	1379716	23053
123	+	518709	541760	23051
124	+	494166	517218	23052
125	+	476995	500045	23050
126	-	1263431	1240383	23048
127	-	1339277	1316226	23051
128	-	1326234	1303184	23050
129	+	545560	568613	23053
130	-	1308492	1285441	23051
131	+	494154	517206	23052
132	+	482273	505327	23054
133	+	493996	517048	23052
134	+	488060	511111	23051
135	+	494155	517207	23052
136	-	1258085	1235037	23048
137	+	494156	517208	23052
138	-	1347319	1324268	23051
139	-	1354618	1331565	23053
140	+	1265997	1289051	23054
141	-	1338041	1314988	23053
142	-	1428866	1405815	23051
143	-	1299653	1276605	23048
144	-	1403494	1380443	23051
145	+	498325	521385	23060
146	-	1214566	1191514	23052
147	+	487916	510967	23051
148	-	1276622	1253568	23054
149	-	1278571	1255523	23048
150	-	1313346	1290293	23053
151	+	551328	574380	23052
152	-	1293920	1270869	23051
153	+	497340	520389	23049
154	-	423265	400220	23045
155	-	1293082	1270031	23051
156	+	601520	624569	23049
157	-	1321504	1298454	23050
158	-	1265080	1242010	23070
159	+	508485	531536	23051
160	-	1426314	1403261	23053
161	-	1380793	1357742	23051
162	+	493426	516479	23053
163	-	1351112	1328064	23048
164	-	1373329	1350275	23054
165	-	1214290	1191239	23051
166	+	493488	516540	23052
167	+	493489	516541	23052
168	+	477297	500348	23051
169	+	488249	511300	23051
170	-	1254048	1230997	23051
171	-	1398804	1375751	23053
172	-	1363537	1340488	23049
173	-	1344772	1321719	23053
174	-	1425630	1402579	23051
175	-	1331755	1308702	23053
176	-	1320973	1297921	23052
177	-	1255964	1232915	23049
178	-	1354883	1331830	23053
179	+	494073	517125	23052
180	+	494636	517689	23053
181	-	1212499	1189449	23050
182	+	494189	517241	23052
183	+	488162	511215	23053
184	-	1403079	1380026	23053
185	-	1268437	1245386	23051
186	+	534964	558016	23052
187	-	1260850	1237801	23049
188	+	534777	557829	23052
189	+	497138	520189	23051
190	+	493490	516542	23052
191	+	526127	549178	23051
192	-	1438081	1415030	23051
193	-	1441259	1418206	23053
194	-	1268336	1245284	23052
195	+	299987	323039	23052
196	+	493490	516542	23052
197	-	1399014	1375961	23053
198	+	493488	516540	23052
199	-	1423978	1400961	23017
200	+	495988	519037	23049
201	-	1408329	1385279	23050
202	-	1347725	1324672	23053
203	-	1408304	1385254	23050
204	-	1293920	1270869	23051
205	+	563643	586694	23051
206	-	1238760	1215712	23048
207	-	1408311	1385261	23050
208	-	1370918	1347870	23048
209	-	1363321	1341057	22264
210	-	1408758	1385707	23051
211	+	482402	505455	23053
212	-	1008111	985060	23051
213	+	481229	504286	23057
214	-	1305969	1282918	23051
215	+	524411	547465	23054
216	+	493492	516544	23052
217	-	1297743	1274692	23051
218	-	1433999	1410947	23052
219	-	1338119	1315071	23048
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
1	+	484349	492107	7758
2	+	483694	491452	7758
3	+	483610	491368	7758
4	-	1361291	1353533	7758
5	-	1337659	1329901	7758
6	+	484360	492118	7758
7	+	512911	520669	7758
8	-	1323787	1316032	7755
9	+	512911	520669	7758
10	-	1305843	1298085	7758
11	+	484364	492122	7758
12	-	1422257	1414499	7758
13	-	1342309	1334551	7758
14	+	484360	492118	7758
15	-	1347554	1339805	7749
16	-	1323298	1315539	7759
17	+	509656	517411	7755
18	-	1337926	1330171	7755
19	+	494756	502522	7766
20	-	1278775	1271017	7758
21	+	484424	492181	7757
22	-	1339907	1332160	7747
23	-	1319763	1312004	7759
24	+	483712	491470	7758
25	-	1368961	1361203	7758
26	-	1434827	1427072	7755
27	+	483978	491733	7755
28	-	1295289	1287534	7755
29	-	1306896	1299150	7746
30	-	1358756	1351001	7755
31	-	1357897	1350139	7758
32	-	431504	423749	7755
33	+	1325348	1333106	7758
34	-	1343213	1335464	7749
35	+	504035	511790	7755
36	-	1382521	1374763	7758
37	-	1319045	1311287	7758
38	+	485068	492817	7749
39	-	1418343	1410588	7755
40	-	1392969	1385214	7755
41	-	589092	581343	7749
42	-	1396569	1388811	7758
43	+	543148	550904	7756
44	+	525164	532922	7758
45	+	503917	511672	7755
46	-	1417722	1409968	7754
47	-	1325571	1317831	7740
48	-	1417628	1409874	7754
49	-	1417693	1409939	7754
50	+	503485	511240	7755
51	-	1246706	1238948	7758
52	+	484360	492118	7758
53	-	1348925	1341168	7757
54	-	1324474	1316725	7749
55	+	484362	492120	7758
56	-	1433804	1426049	7755
57	+	483424	491183	7759
58	+	484249	492007	7758
59	+	564549	572303	7754
60	+	618091	625849	7758
61	-	1268289	1260532	7757
62	-	1359233	1351475	7758
63	+	474535	482292	7757
64	-	1394134	1386376	7758
65	-	1277502	1269748	7754
66	-	1268339	1260582	7757
67	-	1268562	1260805	7757
68	-	1273629	1265872	7757
69	-	1433542	1425787	7755
70	-	1276522	1268777	7745
71	+	509998	517753	7755
72	-	1401544	1393786	7758
73	-	1341657	1333908	7749
